REF_DATE,GEO,DGUID,Financial market statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
22-11-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
23-11-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
24-11-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
25-11-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
26-11-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
27-11-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
28-11-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
29-11-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
30-11-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
01-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
02-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
03-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
04-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
05-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
06-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
07-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
08-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,2.5,,,,3
09-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
10-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
11-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
12-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
13-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
14-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
15-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
16-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
17-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
18-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
19-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
20-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
21-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
22-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
23-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
24-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
25-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
26-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
27-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
28-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
29-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
30-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
31-12-2008,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
01-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
02-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
03-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
04-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
05-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
06-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
07-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
08-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
09-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
10-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
11-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
12-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
13-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
14-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
15-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
16-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
17-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
18-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
19-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.75,,,,3
20-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
21-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
22-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
23-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
24-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
25-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
26-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
27-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
28-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
29-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
30-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
31-01-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
01-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
02-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
03-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
04-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
05-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
06-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
07-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
08-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
09-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
10-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
11-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
12-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
13-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
14-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
15-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
16-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
17-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
18-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
19-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
20-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
21-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
22-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
23-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
24-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
25-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
26-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
27-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
28-02-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
01-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
02-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,1.25,,,,3
03-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
04-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
05-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
06-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
07-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
08-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
09-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
10-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
11-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
12-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
13-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
14-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
15-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
16-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
17-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
18-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
19-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
20-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
21-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
22-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
23-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
24-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
25-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
26-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
27-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
28-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
29-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
30-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
31-03-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
01-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
02-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
03-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
04-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
05-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
06-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
07-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
08-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
09-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
10-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
11-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
12-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
13-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
14-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
15-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
16-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
17-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
18-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
19-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
20-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.75,,,,3
21-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
22-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
23-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
24-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
25-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
26-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
27-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
28-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
29-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
30-04-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
01-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
02-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
03-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
04-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
05-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
06-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
07-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
08-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
09-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
10-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
11-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
12-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
13-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
14-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
15-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
16-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
17-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
18-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
19-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
20-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
21-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
22-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
23-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
24-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
25-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
26-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
27-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
28-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
29-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
30-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
31-05-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
01-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
02-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
03-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
04-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
05-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
06-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
07-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
08-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
09-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
10-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
11-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
12-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
13-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
14-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
15-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
16-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
17-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
18-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
19-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
20-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
21-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
22-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
23-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
24-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
25-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
26-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
27-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
28-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
29-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
30-06-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
01-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
02-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
03-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
04-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
05-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
06-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
07-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
08-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
09-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
10-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
11-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
12-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
13-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
14-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
15-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
16-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
17-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
18-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
19-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
20-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
21-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
22-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
23-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
24-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
25-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
26-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
27-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
28-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
29-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
30-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
31-07-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
01-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
02-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
03-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
04-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
05-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
06-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
07-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
08-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
09-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
10-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
11-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
12-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
13-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
14-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
15-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
16-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
17-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
18-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
19-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
20-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
21-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,0.5,,,,3
22-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
23-08-2009,Canada,2016A000011124,Bank rate,Percent,239,units,0,v39078,1.38,,..,,,3
