"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003/2004","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","37","","","","0"
"2004/2005","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","37","","","","0"
"2005/2006","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","36","","","","0"
"2006/2007","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","23","","","","0"
"2007/2008","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","24","","","","0"
"2008/2009","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","24","","","","0"
"2009/2010","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","24","","","","0"
"2010/2011","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","24","","","","0"
"2011/2012","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","31","","","","0"
"2012/2013","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","31","","","","0"
"2013/2014","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","32","","","","0"
"2014/2015","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","33","","","","0"
"2015/2016","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","32","","","","0"
"2016/2017","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","","..","","","0"
"2018/2019","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","","..","","","0"
"2019/2020","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","","..","","","0"
"2020/2021","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","","..","","","0"
"2021/2022","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","","..","","","0"
"2000/2001","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","73","","","","0"
"2001/2002","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","42","","","","0"
"2002/2003","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-20","","","","0"
"2003/2004","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","94","","","","0"
"2004/2005","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-16","","","","0"
"2005/2006","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","41","","","","0"
"2006/2007","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","15","","","","0"
"2007/2008","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-21","","","","0"
"2008/2009","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-27","","","","0"
"2009/2010","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-27","","","","0"
"2010/2011","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-20","","","","0"
"2011/2012","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","16","","","","0"
"2012/2013","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","65","","","","0"
"2013/2014","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-19","","","","0"
"2014/2015","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-4","","","","0"
"2015/2016","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-1","","","","0"
"2016/2017","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","79","","","","0"
"2017/2018","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-87","","","","0"
"2018/2019","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-9","","","","0"
"2019/2020","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-8","","","","0"
"2020/2021","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","8","","","","0"
"2021/2022","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-66","","","","0"
"2022/2023","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","241","","","","0"
"2023/2024","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","349","","","","0"
"2000/2001","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2001/2002","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2002/2003","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2003/2004","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2004/2005","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2005/2006","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2006/2007","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2007/2008","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2008/2009","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2010/2011","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2011/2012","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2014/2015","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2015/2016","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2016/2017","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2018/2019","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2019/2020","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2020/2021","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","","..","","","0"
"2021/2022","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","176","","","","0"
"2022/2023","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","398","","","","0"
"2023/2024","Northwest Territories","2016A000261","Non-permanent residents, inflows","Persons","249","units","0","v1566834726","14.14","543","","","","0"
"2000/2001","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2001/2002","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2002/2003","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2003/2004","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2004/2005","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2005/2006","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2006/2007","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2007/2008","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2008/2009","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2010/2011","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2011/2012","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2014/2015","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2015/2016","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2016/2017","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2018/2019","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2019/2020","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2020/2021","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","","..","","","0"
"2021/2022","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","242","","","","0"
"2022/2023","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","157","","","","0"
"2023/2024","Northwest Territories","2016A000261","Non-permanent residents, outflows","Persons","249","units","0","v1566834741","14.15","194","","","","0"
"2000/2001","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-160","","","","0"
"2001/2002","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","84","","","","0"
"2002/2003","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","242","","","","0"
"2003/2004","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-105","","","","0"
"2004/2005","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-668","","","","0"
"2005/2006","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-954","","","","0"
"2006/2007","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-221","","","","0"
"2007/2008","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-420","","","","0"
"2008/2009","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-577","","","","0"
"2009/2010","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-351","","","","0"
"2010/2011","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-179","","","","0"
"2011/2012","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-496","","","","0"
"2012/2013","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-482","","","","0"
"2013/2014","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-488","","","","0"
"2014/2015","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-223","","","","0"
"2015/2016","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-250","","","","0"
"2016/2017","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-375","","","","0"
"2017/2018","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-429","","","","0"
"2018/2019","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-469","","","","0"
"2019/2020","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-169","","","","0"
"2020/2021","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-176","","","","0"
"2021/2022","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-439","","","","0"
"2022/2023","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-584","","","","0"
"2023/2024","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","-780","","","","0"
"2000/2001","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-64","","","","0"
"2001/2002","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","171","","","","0"
"2002/2003","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","171","","","","0"
"2003/2004","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","172","","","","0"
"2004/2005","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","171","","","","0"
"2005/2006","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","131","","","","0"
"2006/2007","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-152","","","","0"
"2007/2008","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-153","","","","0"
"2008/2009","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-152","","","","0"
"2009/2010","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-152","","","","0"
"2010/2011","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-129","","","","0"
"2011/2012","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","10","","","","0"
"2012/2013","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","9","","","","0"
"2013/2014","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","10","","","","0"
"2014/2015","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","9","","","","0"
"2015/2016","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-25","","","","0"
"2016/2017","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-229","","","","0"
"2017/2018","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-229","","","","0"
"2018/2019","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-228","","","","0"
"2019/2020","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-230","","","","0"
"2020/2021","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","-197","","","","0"
"2000/2001","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","711","","","","0"
"2001/2002","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","716","","","","0"
"2002/2003","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","751","","","","0"
"2003/2004","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","732","","","","0"
"2004/2005","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","745","","","","0"
"2005/2006","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","766","","","","0"
"2006/2007","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","779","","","","0"
"2007/2008","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","838","","","","0"
"2008/2009","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","808","","","","0"
"2009/2010","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","881","","","","0"
"2010/2011","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","844","","","","0"
"2011/2012","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","830","","","","0"
"2012/2013","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","883","","","","0"
"2013/2014","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","918","","","","0"
"2014/2015","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","911","","","","0"
"2015/2016","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","867","","","","0"
"2016/2017","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","900","","","","0"
"2017/2018","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","928","","","","0"
"2018/2019","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","902","","","","0"
"2019/2020","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","876","","","","0"
"2020/2021","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","915","","","","0"
"2021/2022","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","768","","","","0"
"2022/2023","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","772","","","","0"
"2023/2024","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","798","","","","0"
"2000/2001","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","129","","","","0"
"2001/2002","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","132","","","","0"
"2002/2003","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","136","","","","0"
"2003/2004","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","145","","","","0"
"2004/2005","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","130","","","","0"
"2005/2006","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","147","","","","0"
"2006/2007","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","145","","","","0"
"2007/2008","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","129","","","","0"
"2008/2009","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","166","","","","0"
"2009/2010","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","154","","","","0"
"2010/2011","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","165","","","","0"
"2011/2012","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","166","","","","0"
"2012/2013","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","181","","","","0"
"2013/2014","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","173","","","","0"
"2014/2015","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","167","","","","0"
"2015/2016","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","186","","","","0"
"2016/2017","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","171","","","","0"
"2017/2018","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","181","","","","0"
"2018/2019","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","231","","","","0"
"2019/2020","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","209","","","","0"
"2020/2021","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","201","","","","0"
"2021/2022","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","218","","","","0"
"2022/2023","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","221","","","","0"
"2023/2024","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","225","","","","0"
"2000/2001","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","11","","","","0"
"2001/2002","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","19","","","","0"
"2002/2003","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","5","","","","0"
"2003/2004","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","11","","","","0"
"2004/2005","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","9","","","","0"
"2005/2006","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","12","","","","0"
"2006/2007","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","12","","","","0"
"2007/2008","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","36","","","","0"
"2008/2009","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","32","","","","0"
"2009/2010","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","16","","","","0"
"2010/2011","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","17","","","","0"
"2011/2012","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","26","","","","0"
"2012/2013","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","12","","","","0"
"2013/2014","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","24","","","","0"
"2014/2015","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","28","","","","0"
"2015/2016","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","39","","","","0"
"2016/2017","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","36","","","","0"
"2017/2018","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","31","","","","0"
"2018/2019","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","25","","","","0"
"2019/2020","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","39","","","","0"
"2020/2021","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","21","","","","0"
"2021/2022","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","53","","","","0"
"2022/2023","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","45","","","","0"
"2023/2024","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","56","","","","0"
"2000/2001","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","22","","","","0"
"2001/2002","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","30","","","","0"
"2002/2003","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","30","","","","0"
"2003/2004","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","28","","","","0"
"2004/2005","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","26","","","","0"
"2005/2006","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","39","","","","0"
"2006/2007","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","21","","","","0"
"2007/2008","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","18","","","","0"
"2008/2009","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","22","","","","0"
"2009/2010","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","26","","","","0"
"2010/2011","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","30","","","","0"
"2011/2012","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","30","","","","0"
"2012/2013","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","27","","","","0"
"2013/2014","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","33","","","","0"
"2014/2015","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","29","","","","0"
"2015/2016","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","29","","","","0"
"2016/2017","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","-29","","","","0"
"2017/2018","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","0","","","","0"
"2018/2019","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","0","","","","0"
"2019/2020","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","0","","","","0"
"2020/2021","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","0","","","","0"
"2021/2022","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","18","","","","0"
"2022/2023","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","28","","","","0"
"2023/2024","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","29","","","","0"
"2000/2001","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","14","","","","0"
"2001/2002","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","4","","","","0"
"2002/2003","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","4","","","","0"
"2003/2004","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","6","","","","0"
"2004/2005","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","0","","","","0"
"2005/2006","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","17","","","","0"
"2006/2007","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","3","","","","0"
"2007/2008","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","0","","","","0"
"2008/2009","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","3","","","","0"
"2009/2010","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","11","","","","0"
"2010/2011","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","12","","","","0"
"2011/2012","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","3","","","","0"
"2012/2013","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","0","","","","0"
"2013/2014","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","6","","","","0"
"2014/2015","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","4","","","","0"
"2015/2016","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","2","","","","0"
"2016/2017","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","8","","","","0"
"2017/2018","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","0","","","","0"
"2018/2019","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","0","","","","0"
