"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010/2011","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","337","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","671","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","456","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","416","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","640","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","500","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","325","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","58","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","353","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","173","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","-459","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","2303","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","4529","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","3973","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2006/2007","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2008/2009","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","","..","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","5506","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","8426","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Non-permanent residents, inflows","Persons","249","units","0","v1566834714","2.14","8651","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2006/2007","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2008/2009","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","","..","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","3203","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","3897","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Non-permanent residents, outflows","Persons","249","units","0","v1566834729","2.15","4678","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-4493","","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-3352","","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-1683","","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-2027","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-3710","","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-4342","","","","0"
"2006/2007","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-4067","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-528","","","","0"
"2008/2009","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","1877","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","1558","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","30","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","545","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","495","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","234","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","161","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","232","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-1430","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-2733","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-2597","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-2016","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","527","","","","0"
"2021/2022","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","1802","","","","0"
"2022/2023","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","1060","","","","0"
"2023/2024","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","598","","","","0"
"2000/2001","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-1930","","","","0"
"2001/2002","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","364","","","","0"
"2002/2003","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","363","","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","365","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","364","","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","599","","","","0"
"2006/2007","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","2230","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","2237","","","","0"
"2008/2009","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","2230","","","","0"
"2009/2010","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","2230","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","1882","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-220","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-219","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-219","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-219","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-3","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","1307","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","1306","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","1307","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","1310","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","1124","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1381","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1313","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1374","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1403","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1372","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1329","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1428","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1447","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1471","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1407","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1432","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1407","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1340","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1398","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1375","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1397","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1388","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1295","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1308","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1344","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1412","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1393","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1281","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1379","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1213","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1209","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1220","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1231","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1131","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1172","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1162","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1191","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1294","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1183","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1182","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1250","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1245","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1269","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1362","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1126","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1274","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1370","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1331","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1406","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1395","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1498","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1643","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1697","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","189","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","145","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","89","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","268","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","312","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","352","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","738","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","1282","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","1723","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","1792","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","2610","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","1376","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","863","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","1400","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","1341","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","2015","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","2261","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","2089","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","2267","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","2079","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","1209","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","3439","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","3116","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","4149","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","77","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","95","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","95","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","164","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","94","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","96","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","44","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","37","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","34","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","35","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","122","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","42","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","86","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","42","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","136","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","113","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","140","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","-16","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","12","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","-3","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","44","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","71","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","72","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","73","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","90","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","68","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","52","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","170","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","47","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","83","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","76","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","81","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","60","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","30","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","138","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","56","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","158","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","90","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","143","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","108","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","289","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","105","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","253","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","76","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","125","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","184","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","185","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","191","","","","0"
"2000/2001","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","47","","","","0"
"2001/2002","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","67","","","","0"
"2002/2003","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","52","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","102","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","48","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","83","","","","0"
"2006/2007","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","67","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","80","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","60","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","29","","","","0"
